#tensione di soglia [V], conteggio 123, conteggio 13, tempo

20e-3	34	40	10
25e-3	30	38	10
30e-3	34	38	10
35e-3	36	48	10
40e-3	36	43	10
45e-3	28	34	10
50e-3	29	40	10
55e-3	30	41	10
60e-3	33	43	10
65e-3	23	29	10
70e-3	32	46	10
75e-3	19	34	10
80e-3	14	40	10
90e-3	20	45	10
100e-3	17	42	10
110e-3	19	49	10
150e-3	8	46	10
200e-3	4	38	10
